goal	rule	score
p3(X913, X713)	p3(a98, a13)	0
p0(a59)	p0(X5) :- p0(X5)	0
p5(X24, X54)	p5(a2, a0)	0
p5(a0, X511)	p5(a0, a10)	0
p3(X95, X75)	p3(a33, a13)	0
p5(X4, X0)	p5(X7, X7) :- p4(X7, X7, X2, X7, X7), p0(X7), p7(X7, a33)	0
p3(X94, X74)	p3(X03, a2)	0
p3(X95, X75)	p3(a44, a32)	0
p5(a66, X53)	p5(a66, a44)	0
p5(a80, X511)	p5(a80, a36)	0
p5(a9, X511)	p5(a9, a16)	0
p5(X211, X511)	p5(a39, a80)	0
p5(X212, X512)	p5(a44, a10)	0
p3(X95, X75)	p3(a80, a15)	0
p5(X24, X54)	p5(a28, a4)	0
p3(X913, X713)	p3(X510, a15)	0
p3(a54, X72)	p3(a54, a39)	0
p3(X0, X72)	p3(X0, a36)	0
p5(X25, X55)	p5(a42, a49)	0
p8(X0, X5)	p8(X7, X3) :- p3(X3, a49), p3(X3, X7)	0
p5(X212, X512)	p5(a25, a54)	0
p5(X25, X55)	p5(a90, a1)	0
p3(X95, X75)	p3(X6, a35)	0
p5(a12, X53)	p5(a12, a39)	0
p3(X94, X74)	p3(a22, a2)	0
p5(a80, X54)	p5(a80, a44)	0
p5(a61, X511)	p5(a61, a49)	0
p5(X211, X511)	p5(a13, a39)	0
p5(X23, X53)	p5(a97, a51)	0
p5(a55, X54)	p5(a55, a10)	0
p5(a66, a59)	p5(a66, a59)	0
p5(a53, X53)	p5(a53, a4)	0
p3(X313, a49)	p3(a17, a49)	0
p5(X25, X55)	p5(a36, a29)	0
p7(a53, a33)	p7(X6, X7) :- p9(X0, X6, X7)	0
p5(a50, X511)	p5(a50, a39)	0
p5(X213, X513)	p5(a48, a80)	0
p5(a35, X53)	p5(a35, a53)	0
p5(a80, X512)	p5(a80, a33)	0
p3(X94, X74)	p3(a82, a35)	0
p3(X95, X75)	p3(X51, a88)	0
p5(a56, X510)	p5(a56, a65)	0
p5(X211, X511)	p5(a85, a0)	0
p3(X913, X713)	p3(a96, a74)	0
p3(X93, X73)	p3(a25, a74)	0
p5(X213, X513)	p5(a13, a4)	0
p5(X24, X54)	p5(a39, a21)	0
p5(X24, X54)	p5(a24, a4)	0
p5(X210, X510)	p5(a46, a54)	0
p5(a92, X53)	p5(a92, a44)	0
p5(a82, X53)	p5(a82, a49)	0
p3(X94, X74)	p3(a66, a2)	0
p3(X911, X711)	p3(X28, a24)	0
p5(a97, X510)	p5(a97, a76)	0
p3(a13, X711)	p3(a13, a56)	0
p5(a88, X53)	p5(a88, a22)	0
p5(X213, X513)	p5(a66, a36)	0
p5(a3, X52)	p5(a3, a22)	0
p3(X913, X713)	p3(a36, a28)	0
p3(X910, X710)	p3(a85, a2)	0
p5(a36, X54)	p5(a36, a54)	0
p3(X912, X712)	p3(a38, a69)	0
p5(X23, X53)	p5(a33, a51)	0
p3(X99, X79)	p3(a97, a24)	0
p5(X24, X54)	p5(a10, a21)	0
p4(a16, a76, a76, a11, X91)	p4(a16, a76, a76, a11, X91)	0
p5(X24, X54)	p5(a88, a54)	0
p5(a50, X53)	p5(a50, a12)	0
p3(X911, X711)	p3(a4, a15)	0
p3(X0, a33)	p3(X0, a33)	0
p5(X25, X55)	p5(a16, a0)	0
p5(a83, X54)	p5(a83, a21)	0
p5(a97, X54)	p5(a97, a1)	0
p5(X24, X54)	p5(a4, a13)	0
p6(a4)	p6(X4) :- p7(X4, X4), p6(X4)	0
p5(a12, a64)	p5(a12, a64)	0
p3(a3, X73)	p3(a3, a56)	0
p3(X911, X711)	p3(a70, a69)	0
p3(X98, X78)	p3(a70, a51)	0
p5(X25, X55)	p5(a46, a21)	0
p3(X95, X75)	p3(a88, a88)	0
p3(X35, a49)	p3(a92, a49)	0
p5(X24, X54)	p5(a12, a54)	0
p0(a12)	p0(X3) :- p3(a90, X3), p9(X3, X3, a77)	0
p5(a25, X54)	p5(a25, a33)	0
p3(X912, X712)	p3(a21, a72)	0
p5(X212, X512)	p5(a89, a1)	0
p5(X25, X55)	p5(a97, a22)	0
p7(X7, a92)	p7(X6, X7) :- p9(X0, X6, X7)	0
p5(X24, X54)	p5(a13, a51)	0
p5(X213, X513)	p5(a0, a89)	0
p5(X213, X513)	p5(a4, a33)	0
p5(a28, X54)	p5(a28, a39)	0
p5(X22, X52)	p5(a0, a88)	0
p4(X59, X59, X211, X59, X59)	p4(a22, a22, X211, a22, a22)	0
p5(a96, X52)	p5(a96, a44)	0
p5(X25, X55)	p5(a16, a21)	0
p3(X913, X713)	p3(a66, a13)	0
p5(X212, X512)	p5(a70, a51)	0
p3(X91, X71)	p3(X2, a74)	0
p8(X0, X3)	p8(X7, X3) :- p3(X3, a49), p3(X3, X7)	0
p3(X912, X712)	p3(a80, a12)	0
p5(X25, X55)	p5(a13, a21)	0
p5(a97, X52)	p5(a97, a41)	0
p3(X95, X75)	p3(a36, a12)	0
p4(a4, a4, X27, a4, a4)	p4(a4, a4, X27, a4, a4)	0
p5(X210, X510)	p5(a3, a1)	0
p3(X93, X73)	p3(a16, a88)	0
p5(a24, X512)	p5(a24, a12)	0
p5(X211, X511)	p5(a44, a4)	0
p3(X95, X75)	p3(X51, a2)	0
p5(X213, X513)	p5(a85, a29)	0
p7(a33, a4)	p7(X6, X7) :- p9(X0, X6, X7)	0
p3(X02, a89)	p3(a23, a89)	0
p3(X912, X712)	p3(a85, a51)	0
p3(X91, X71)	p3(a97, a51)	0
p3(X0, a89)	p3(a33, a89)	0
p5(X213, X513)	p5(a85, a33)	0
p3(X93, X73)	p3(a12, a12)	0
p3(X91, X71)	p3(X6, a65)	0
p9(X0, X1, a64)	p9(X1, a75, X0) :- p9(X2, X1, X0)	0
p7(a14, a24)	p7(X6, X7) :- p9(X0, X6, X7)	0
p7(a1, a10)	p7(X6, X7) :- p9(X0, X6, X7)	0
p5(a82, X53)	p5(a82, a24)	0
p3(X912, X712)	p3(a62, a29)	0
p3(X94, X74)	p3(a14, a28)	0
p3(X313, a49)	p3(a11, a49)	0
p5(a49, X512)	p5(a49, a13)	0
p3(X99, X79)	p3(a4, a35)	0
p3(X95, X75)	p3(a35, a69)	0
p5(a9, X58)	p5(a9, a36)	0
p3(a56, X79)	p3(a56, a22)	0
p3(a0, a4)	p3(a0, a4)	0
p3(X8, X72)	p3(X8, a48)	0
p5(X24, X54)	p5(a15, a22)	0
p5(a25, X54)	p5(a25, a13)	0
p3(X913, X713)	p3(a88, a65)	0
p7(a11, a49)	p7(X6, X7) :- p9(X0, X6, X7)	0
p5(a97, X512)	p5(a97, a44)	0
p3(X95, X75)	p3(a97, a74)	0
p5(X211, X511)	p5(a0, a49)	0
p5(X210, X510)	p5(a3, a29)	0
p7(X0, a54)	p7(X1, X1) :- p8(X1, X9)	0
p7(X0, a33)	p7(X9, X9) :- p0(X9)	0
p3(X94, X74)	p3(a97, a12)	0
p5(a35, X52)	p5(a35, a12)	0
p3(X93, X73)	p3(a96, a2)	0
p3(X913, X713)	p3(a27, a65)	0
p3(X95, X75)	p3(a17, a15)	0
p3(X99, X79)	p3(a70, a72)	0
p3(X94, X74)	p3(a50, a29)	0
p5(X24, X54)	p5(a72, a29)	0
p5(a10, X512)	p5(a10, a22)	0
p5(X25, X55)	p5(a98, a21)	0
p5(X24, X54)	p5(a24, a39)	0
p3(X913, X713)	p3(a89, a28)	0
p5(X213, X513)	p5(a83, a21)	0
p3(X94, X74)	p3(X0, a65)	0
p8(X0, a74)	p8(X7, X3) :- p3(X3, a49), p3(X3, X7)	0
p5(X25, X55)	p5(a9, a0)	0
p5(a62, X511)	p5(a62, a59)	0
p0(a0)	p0(a0) :- p6(X2)	0
p3(X911, X711)	p3(X58, a2)	0
p5(X25, X55)	p5(a34, a0)	0
p5(X24, X54)	p5(a83, a33)	0
p8(a3, X0)	p8(X7, X3) :- p3(X3, a49), p3(X3, X7)	0
p5(X212, X512)	p5(a89, a21)	0
p3(X94, X74)	p3(X6, a2)	0
p7(X1, a80)	p7(X4, X4) :- p1(X4), p8(X9, X4)	0
p0(a19)	p0(X2) :- p5(X2, X5), p0(X5)	0
p5(a35, X512)	p5(a35, a39)	0
p5(X22, X52)	p5(a41, a0)	0
p0(X8)	p0(X3) :- p6(X3)	0
p3(X910, X710)	p3(a88, a2)	0
p5(X24, X54)	p5(a64, a36)	0
p5(a96, X512)	p5(a96, a13)	0
p3(X95, X75)	p3(a52, a28)	0
p3(X91, X71)	p3(a97, a29)	0
p5(X212, X512)	p5(a3, a89)	0
p5(a61, X54)	p5(a61, a1)	0
p3(X95, X75)	p3(a35, a29)	0
p0(X3)	p0(X3) :- p6(X3)	0
p5(X24, X54)	p5(a15, a88)	0
p7(a46, a12)	p7(X6, X7) :- p9(X0, X6, X7)	0
p3(X912, X712)	p3(a56, a72)	0
p0(a16)	p0(X3) :- p6(X3)	0
p5(a0, X511)	p5(a0, a64)	0
p5(a39, X54)	p5(a39, a11)	0
p3(X95, X75)	p3(a44, a88)	0
p5(X24, X54)	p5(a49, a1)	0
p3(X99, X79)	p3(a56, a28)	0
p3(a88, X710)	p3(a88, a21)	0
p3(X94, X74)	p3(a23, a28)	0
p5(X25, X55)	p5(a9, a21)	0
p5(X22, X52)	p5(a96, a80)	0
p5(X213, X513)	p5(a36, a29)	0
p5(a50, X512)	p5(a50, a39)	0
p9(X1, X0, a54)	p9(X1, a75, X0) :- p9(X2, X1, X0)	0
p7(a53, X0)	p7(X1, X1) :- p8(X1, X9)	0
p5(a21, X59)	p5(a21, a64)	0
p3(X94, X74)	p3(a71, a74)	0
p5(a34, X512)	p5(a34, a23)	0
p3(X911, X711)	p3(a72, a24)	0
p5(a85, X511)	p5(a85, a22)	0
p3(X93, X73)	p3(a27, a69)	0
p3(X95, X75)	p3(a94, a29)	0
p3(a42, X79)	p3(a42, a36)	0
p5(a61, X54)	p5(a61, a33)	0
p3(a53, X71)	p3(a53, a22)	0
p5(X211, X511)	p5(a46, a39)	0
p5(X211, X511)	p5(a39, a10)	0
p5(X213, X513)	p5(a51, a89)	0
p3(X96, X76)	p3(a13, a88)	0
p3(X913, X713)	p3(a65, a35)	0
p3(a0, a56)	p3(a0, a56)	0
p3(X911, X711)	p3(a61, a74)	0
p3(X8, X72)	p3(X8, a10)	0
p3(X913, X713)	p3(a70, a24)	0
p5(X25, X55)	p5(a71, a39)	0
p3(X94, X74)	p3(a21, a51)	0
p7(a21, a88)	p7(X6, X7) :- p9(X0, X6, X7)	0
p7(a19, a0)	p7(X6, X7) :- p9(X0, X6, X7)	0
p5(X24, X54)	p5(a12, a51)	0
p7(a12, a34)	p7(X6, X7) :- p9(X0, X6, X7)	0
p3(X95, X75)	p3(a1, a65)	0
p3(a72, X78)	p3(a72, a56)	0
p3(X910, X710)	p3(a88, a74)	0
p5(X24, X54)	p5(a80, a29)	0
p5(X213, X513)	p5(a38, a4)	0
p5(a24, X54)	p5(a24, a33)	0
p3(X911, X711)	p3(a96, a13)	0
p5(a21, X511)	p5(a21, a39)	0
p3(X310, a49)	p3(a70, a49)	0
p3(X31, a49)	p3(a44, a49)	0
p3(X93, X73)	p3(a50, a72)	0
p3(X912, X712)	p3(a50, a24)	0
p3(X912, X712)	p3(a21, a32)	0
p5(X212, X512)	p5(a12, a80)	0
p5(a66, X511)	p5(a66, a65)	0
p3(X20, a89)	p3(a11, a89)	0
p5(a17, X54)	p5(a17, a11)	0
p5(a0, X54)	p5(a0, a22)	0
p3(X94, X74)	p3(a50, a74)	0
p7(a66, X0)	p7(X9, X9) :- p0(X9)	0
p3(X912, X712)	p3(X28, a65)	0
p4(X75, X75, X25, X75, X75)	p4(a33, a33, X25, a33, a33)	0
p3(X913, X713)	p3(a15, a28)	0
p3(X913, X713)	p3(a61, a12)	0
p3(X58, a76)	p3(X58, a76)	0
p5(X25, X55)	p5(a66, a29)	0
p3(X913, X713)	p3(a3, a12)	0
p3(X94, X74)	p3(a21, a29)	0
p4(a0, a0, X24, a0, a0)	p4(a0, a0, X24, a0, a0)	0
p5(X210, X510)	p5(a66, a49)	0
p5(X213, X513)	p5(a33, a29)	0
p5(X213, X513)	p5(a97, a22)	0
p3(a2, X711)	p3(a2, a56)	0
p5(X211, X511)	p5(a10, a54)	0
p5(a43, X0)	p5(X7, X7) :- p4(X7, X7, X2, X7, X7), p0(X7), p7(X7, a33)	0
p9(X1, a29, X0)	p9(a80, X1, a70) :- p0(X1), p3(X1, a89)	0
p7(X7, a53)	p7(X6, X7) :- p9(X0, X6, X7)	0
p3(X94, X74)	p3(a10, a29)	0
p3(X910, X710)	p3(a21, a65)	0
p3(X95, X75)	p3(X0, a15)	0
p5(X25, X55)	p5(a13, a1)	0
p5(X23, X53)	p5(a12, a21)	0
p3(X913, X713)	p3(a2, a74)	0
p3(X93, X73)	p3(a16, a69)	0
p7(a13, X0)	p7(X6, X7) :- p9(X0, X6, X7)	0
p3(X911, X711)	p3(a76, a35)	0
p5(X24, X54)	p5(a39, a49)	0
p3(X93, X73)	p3(X02, a35)	0
p5(X212, X512)	p5(a56, a49)	0
p3(a0, X79)	p3(a0, a27)	0
p3(X913, X713)	p3(a27, a72)	0
p5(a82, X53)	p5(a82, a34)	0
p3(X94, X74)	p3(a72, a12)	0
p3(X93, X73)	p3(a14, a88)	0
p5(a88, X512)	p5(a88, a10)	0
p3(X95, X75)	p3(X51, a35)	0
p4(a16, a0, a0, a11, X910)	p4(a16, a0, a0, a11, X910)	0
p5(a3, X510)	p5(a3, a34)	0
p3(X94, X74)	p3(a59, a32)	0
p5(X212, X512)	p5(a48, a51)	0
p5(a21, X53)	p5(a21, a11)	0
p5(a54, a64)	p5(a54, a64)	0
p3(a72, X710)	p3(a72, a4)	0
p5(X212, X512)	p5(a39, a80)	0
p3(a70, X710)	p3(a70, a56)	0
p3(X913, X713)	p3(X29, a15)	0
p3(X94, X74)	p3(X7, a69)	0
p3(X94, X74)	p3(a14, a15)	0
p3(X92, X72)	p3(a1, a2)	0
p3(X912, X712)	p3(X511, a69)	0
p7(a33, a0)	p7(X6, X7) :- p9(X0, X6, X7)	0
p5(a29, X53)	p5(a29, a34)	0
p7(a11, X0)	p7(X4, X4) :- p1(X4), p8(X9, X4)	0
p3(a10, X710)	p3(a10, a1)	0
p5(X213, X513)	p5(a53, a29)	0
p5(a97, X512)	p5(a97, a80)	0
p3(a10, a54)	p3(a10, a54)	0
p5(X24, X54)	p5(a4, a22)	0
p5(a1, X512)	p5(a1, a76)	0
p5(X1, a11)	p5(X7, X7) :- p4(X7, X7, X2, X7, X7), p0(X7), p7(X7, a33)	0
p3(X313, a49)	p3(a89, a49)	0
p0(a97)	p0(X3) :- p3(a90, X3), p9(X3, X3, a77)	0
p3(a66, a61)	p3(a66, a61)	0
p3(X94, X74)	p3(a50, a65)	0
p5(a20, X53)	p5(a20, a80)	0
p5(a97, X511)	p5(a97, a1)	0
p3(X93, X73)	p3(a54, a69)	0
p5(X25, X55)	p5(a92, a89)	0
p5(X24, X54)	p5(a76, a36)	0
p5(a72, X53)	p5(a72, a4)	0
p3(X79, a89)	p3(a4, a89)	0
p5(a2, X511)	p5(a2, a41)	0
p5(X212, X512)	p5(a13, a29)	0
p5(X24, X54)	p5(a20, a88)	0
p5(X23, X53)	p5(a54, a22)	0
p5(X24, X54)	p5(a57, a36)	0
p5(X210, X510)	p5(a56, a22)	0
p5(X213, X513)	p5(a12, a89)	0
p5(X25, X55)	p5(a29, a21)	0
p5(a54, X52)	p5(a54, a23)	0
p5(X23, X53)	p5(a35, a22)	0
p5(X22, X52)	p5(a35, a88)	0
p0(a39)	p0(X9) :- p3(X9, X7), p1(X7)	0
p5(X213, X513)	p5(a44, a29)	0
p5(a12, a12)	p5(X7, X7) :- p4(X7, X7, X2, X7, X7), p0(X7), p7(X7, a33)	0
p4(X26, X26, X211, X26, X26)	p4(a12, a12, X211, a12, a12)	0
p5(X212, X512)	p5(a64, a29)	0
p5(a61, X53)	p5(a61, a4)	0
p3(X912, X712)	p3(a49, a65)	0
p3(X93, X73)	p3(a66, a51)	0
p3(X912, X712)	p3(a44, a69)	0
p3(X913, X713)	p3(a59, a88)	0
p5(a21, X53)	p5(a21, a10)	0
p7(X4, a23)	p7(X1, X1) :- p8(X1, X9)	0
p3(X913, X713)	p3(a71, a29)	0
p5(X210, X510)	p5(a4, a49)	0
p3(X93, X73)	p3(a92, a65)	0
p3(X911, X711)	p3(a88, a2)	0
p5(a98, X54)	p5(a98, a0)	0
p5(X25, X55)	p5(a2, a22)	0
p3(X913, X713)	p3(a59, a51)	0
p3(X20, X73)	p3(X20, a56)	0
p5(X25, X55)	p5(a21, a54)	0
p3(X912, X712)	p3(a72, a72)	0
p5(a49, X512)	p5(a49, a34)	0
p5(a62, X512)	p5(a62, a21)	0
p5(X210, X510)	p5(a4, a10)	0
p5(X25, X55)	p5(a88, a49)	0
p7(a29, a12)	p7(X6, X7) :- p9(X0, X6, X7)	0
p5(X211, X511)	p5(a70, a4)	0
p3(X93, X73)	p3(X51, a15)	0
p5(a96, X511)	p5(a96, a29)	0
p5(X213, X513)	p5(a77, a89)	0
p4(a16, X210, X210, a11, X910)	p4(a16, a12, a12, a11, X910)	0
p5(a2, X510)	p5(a2, a41)	0
p5(a48, X512)	p5(a48, a11)	0
p5(X25, X55)	p5(a21, a13)	0
p5(a85, X512)	p5(a85, a44)	0
p3(X1, a39)	p3(X1, a39)	0
p5(X212, X512)	p5(a48, a36)	0
p5(a82, X53)	p5(a82, a22)	0
p3(X910, X710)	p3(X58, a35)	0
p3(X913, X713)	p3(a76, a51)	0
p5(X24, X54)	p5(a1, a51)	0
p3(X93, X73)	p3(a16, a65)	0
p7(a21, a36)	p7(X6, X7) :- p9(X0, X6, X7)	0
p3(X95, X75)	p3(X54, a2)	0
p3(X911, X711)	p3(a4, a24)	0
p3(X913, X713)	p3(a15, a32)	0
p3(a35, X72)	p3(a35, a51)	0
p5(X25, X55)	p5(a92, a54)	0
p3(X912, X712)	p3(a14, a2)	0
p3(X910, X710)	p3(a10, a29)	0
p3(X913, X713)	p3(a80, a72)	0
p3(X95, X75)	p3(a98, a72)	0
p3(X913, X713)	p3(X011, a2)	0
p5(a35, X52)	p5(a35, a22)	0
p5(a14, X512)	p5(a14, a24)	0
p3(a56, X79)	p3(a56, a13)	0
p5(a12, X53)	p5(a12, a1)	0
p5(X213, X513)	p5(a16, a0)	0
p5(X212, X512)	p5(a35, a49)	0
p5(X25, X55)	p5(a49, a33)	0
p5(a51, X54)	p5(a51, a76)	0
p5(a50, X54)	p5(a50, a10)	0
p5(a70, a36)	p5(a70, a36)	0
p8(X0, a3)	p8(X7, X3) :- p3(X3, a49), p3(X3, X7)	0
p3(X910, X710)	p3(a72, a12)	0
p3(X94, X74)	p3(a70, a35)	0
p7(a94, a0)	p7(X6, X7) :- p9(X0, X6, X7)	0
p7(a14, a0)	p7(X6, X7) :- p9(X0, X6, X7)	0
p7(X1, a1)	p7(X9, X9) :- p0(X9)	0
p6(X5)	p6(X4) :- p7(X4, X4), p6(X4)	0
p5(X213, X513)	p5(a46, a21)	0
p3(X94, X74)	p3(a9, a88)	0
p3(a66, a75)	p3(a66, a75)	0
p3(X94, X74)	p3(a23, a29)	0
p5(a56, X512)	p5(a56, a22)	0
p3(a98, X73)	p3(a98, a58)	0
p7(a59, a29)	p7(X6, X7) :- p9(X0, X6, X7)	0
p3(X4, X71)	p3(X4, a89)	0
p5(X23, X53)	p5(a2, a13)	0
p5(X213, X513)	p5(a71, a39)	0
p5(a34, X512)	p5(a34, a1)	0
p4(a16, a1, a1, a11, X91)	p4(a16, a1, a1, a11, X91)	0
p5(X22, X52)	p5(a3, a4)	0
p3(X94, X74)	p3(a21, a12)	0
p3(a92, X73)	p3(a92, a48)	0
p7(a51, X0)	p7(X4, X4) :- p1(X4), p8(X9, X4)	0
p5(X212, X512)	p5(a29, a22)	0
p3(X911, X711)	p3(a88, a74)	0
p5(X3, a29)	p5(X7, X7) :- p4(X7, X7, X2, X7, X7), p0(X7), p7(X7, a33)	0
p5(a1, X53)	p5(a1, a64)	0
p5(X23, X53)	p5(a48, a88)	0
p3(X95, X75)	p3(a35, a28)	0
p3(X94, X74)	p3(a89, a12)	0
p5(X25, X55)	p5(a28, a33)	0
p3(a0, a22)	p3(a0, a22)	0
p5(X25, X55)	p5(a88, a4)	0
p3(a22, X711)	p3(a22, a29)	0
p5(X25, X55)	p5(a66, a22)	0
p5(a50, X54)	p5(a50, a89)	0
p5(a2, X53)	p5(a2, a16)	0
p7(a22, X0)	p7(X9, X9) :- p0(X9)	0
p3(X95, X75)	p3(a89, a72)	0
p3(X93, X73)	p3(a35, a15)	0
p5(a9, X511)	p5(a9, a23)	0
p5(a39, X511)	p5(a39, a11)	0
p7(X2, a21)	p7(X6, X7) :- p9(X0, X6, X7)	0
p5(X212, X512)	p5(a0, a49)	0
p5(X24, X54)	p5(a19, a88)	0
p5(X24, X54)	p5(a4, a80)	0
p4(X73, X73, X23, X73, X73)	p4(a80, a80, X23, a80, a80)	0
p5(X24, X54)	p5(a66, a49)	0
p0(a50)	p0(X9) :- p3(X9, X7), p1(X7)	0
p3(X8, X72)	p3(X8, a39)	0
p3(X913, X713)	p3(a1, a24)	0
p5(X25, X55)	p5(a20, a89)	0
p5(a92, X53)	p5(a92, a16)	0
p4(X713, X713, X213, X713, X713)	p4(a49, a49, X213, a49, a49)	0
p3(X913, X713)	p3(a92, a69)	0
p5(X213, X513)	p5(a66, a29)	0
p3(X913, X713)	p3(a39, a35)	0
p3(X912, X712)	p3(a13, a12)	0
p5(X29, X59)	p5(a13, a21)	0
p5(X213, X513)	p5(a17, a4)	0
p7(a90, a11)	p7(X6, X7) :- p9(X0, X6, X7)	0
p1(a25)	p1(X1) :- p0(X5), p7(X1, X5)	0
p5(a13, X53)	p5(a13, a39)	0
p7(a89, a44)	p7(X6, X7) :- p9(X0, X6, X7)	0
p3(a35, X73)	p3(a35, a48)	0
p3(X911, X711)	p3(a21, a65)	0
p5(a71, X54)	p5(a71, a21)	0
p1(a50)	p1(X1) :- p0(X5), p7(X1, X5)	0
p5(X24, X54)	p5(a44, a39)	0
p3(X93, X73)	p3(a54, a12)	0
p3(X913, X713)	p3(X210, a69)	0
p5(X213, X513)	p5(a21, a22)	0
p5(a2, X53)	p5(a2, a92)	0
p3(X911, X711)	p3(a13, a72)	0
p3(X93, X73)	p3(a72, a51)	0
p5(X25, X55)	p5(a97, a1)	0
p7(a44, a1)	p7(X6, X7) :- p9(X0, X6, X7)	0
p3(a0, X710)	p3(a0, a51)	0
p3(X95, X75)	p3(a88, a28)	0
p7(a52, a52)	p7(X1, X1) :- p8(X1, X9)	0
p0(a98)	p0(X9) :- p3(X9, X7), p1(X7)	0
p7(a71, a71)	p7(X9, X9) :- p0(X9)	0
p5(X212, X512)	p5(a25, a1)	0
p5(X24, X54)	p5(a9, a89)	0
p3(X913, X713)	p3(a66, a88)	0
p3(X14, a89)	p3(a36, a89)	0
p3(X912, X712)	p3(a38, a2)	0
p3(X95, X75)	p3(a76, a15)	0
p5(X4, X0)	p5(a17, a82) :- p6(X8)	0
p5(a10, X511)	p5(a10, a54)	0
p3(X910, X710)	p3(a12, a12)	0
p5(a72, X53)	p5(a72, a16)	0
p5(a98, X512)	p5(a98, a13)	0
p3(X93, X73)	p3(a82, a72)	0
p5(a27, X53)	p5(a27, a24)	0
p7(a59, a65)	p7(X6, X7) :- p9(X0, X6, X7)	0
p5(X24, X54)	p5(a50, a22)	0
p5(a50, X53)	p5(a50, a39)	0
p5(a38, X512)	p5(a38, a76)	0
p3(X0, X3)	p3(a71, a1) :- p0(X0)	0
p7(a48, a48)	p7(X4, X4) :- p1(X4), p8(X9, X4)	0
p5(X210, X510)	p5(a3, a51)	0
p5(X22, X52)	p5(a96, a51)	0
p1(a19)	p1(X1) :- p0(X5), p7(X1, X5)	0
p5(X24, X54)	p5(a43, a22)	0
p5(a70, X54)	p5(a70, a36)	0
p3(X93, X73)	p3(a39, a24)	0
p3(X94, X74)	p3(a29, a51)	0
p7(X2, a0)	p7(X1, X1) :- p8(X1, X9)	0
p3(X95, X75)	p3(a90, a28)	0
p5(X23, X53)	p5(a25, a80)	0
p3(X57, X79)	p3(X57, a58)	0
p5(a21, X511)	p5(a21, a1)	0
p4(X58, X58, X212, X58, X58)	p4(a13, a13, X212, a13, a13)	0
p5(a46, X510)	p5(a46, a54)	0
p5(a29, X54)	p5(a29, a33)	0
p3(a10, a10)	p3(a10, a10)	0
p5(a80, X510)	p5(a80, a76)	0
p3(X11, a89)	p3(a29, a89)	0
p3(X913, X713)	p3(a42, a15)	0
p5(X213, X513)	p5(a9, a0)	0
p9(X1, X0, a33)	p9(X1, a75, X0) :- p9(X2, X1, X0)	0
p5(X25, X55)	p5(a85, a4)	0
p3(X95, X75)	p3(a53, a35)	0
p5(X28, X58)	p5(a13, a1)	0
p5(a1, X52)	p5(a1, a24)	0
p7(a51, a0)	p7(X6, X7) :- p9(X0, X6, X7)	0
p7(a4, a11)	p7(X6, X7) :- p9(X0, X6, X7)	0
p5(a0, X53)	p5(a0, a16)	0
p3(X913, X713)	p3(a4, a29)	0
p5(a4, X53)	p5(a4, a88)	0
p3(X95, X75)	p3(a21, a15)	0
p5(a21, X511)	p5(a21, a41)	0
p3(X95, X75)	p3(a54, a72)	0
p3(X913, X713)	p3(a21, a2)	0
p3(X911, X711)	p3(a1, a2)	0
p3(X912, X712)	p3(a33, a29)	0
p3(X94, X74)	p3(a52, a65)	0
p3(X93, X73)	p3(a27, a2)	0
p5(X23, X53)	p5(a20, a51)	0
p3(a97, X72)	p3(a97, a46)	0
p5(a29, X53)	p5(a29, a36)	0
p5(a71, X54)	p5(a71, a24)	0
p7(X4, a44)	p7(X6, X7) :- p9(X0, X6, X7)	0
p5(X212, X512)	p5(a46, a39)	0
p5(X212, X512)	p5(a39, a10)	0
p7(a62, a0)	p7(X6, X7) :- p9(X0, X6, X7)	0
p5(X25, X55)	p5(a54, a88)	0
p5(X0, a76)	p5(X7, X7) :- p4(X7, X7, X2, X7, X7), p0(X7), p7(X7, a33)	0
p5(a0, X54)	p5(a0, a4)	0
p5(X24, X54)	p5(a36, a49)	0
p7(a13, a36)	p7(X6, X7) :- p9(X0, X6, X7)	0
p5(a49, X53)	p5(a49, a29)	0
p3(X95, X75)	p3(a0, a35)	0
p5(X23, X53)	p5(a10, a29)	0
p3(X911, X711)	p3(a48, a88)	0
p5(a9, X512)	p5(a9, a54)	0
p7(a4, a4)	p7(X4, X4) :- p1(X4), p8(X9, X4)	0
p5(X23, X53)	p5(a50, a0)	0
p7(X1, a51)	p7(X6, X7) :- p9(X0, X6, X7)	0
p5(X211, X511)	p5(a1, a54)	0
p3(a66, X73)	p3(a66, a0)	0
p5(X212, X512)	p5(a82, a39)	0
p5(a21, X510)	p5(a21, a33)	0
p3(X912, X712)	p3(X26, a15)	0
p3(a97, X710)	p3(a97, a38)	0
p3(X913, X713)	p3(a53, a32)	0
p3(X94, X74)	p3(a77, a51)	0
p5(a25, X54)	p5(a25, a4)	0
p5(a21, X54)	p5(a21, a49)	0
p5(X5, a12)	p5(X7, X7) :- p4(X7, X7, X2, X7, X7), p0(X7), p7(X7, a33)	0
p3(X07, X710)	p3(X07, a54)	0
p5(X23, X53)	p5(a96, a89)	0
p3(X1, a22)	p3(X1, a22)	0
p5(a39, X512)	p5(a39, a80)	0
p5(X25, X55)	p5(a85, a88)	0
p5(X213, X513)	p5(a88, a49)	0
p5(X24, X54)	p5(a85, a21)	0
p3(X94, X74)	p3(a55, a72)	0
p3(X2, X71)	p3(X2, a22)	0
p5(X22, X52)	p5(a96, a39)	0
p3(X95, X75)	p3(a70, a65)	0
