goal	rule	score
p6(X0, X1, X2, a15)	p6(X6, X4, a57, a15) :- p5(X6), p9(X6, X6, X4)	0
p0(X813, X313)	p0(a29, a74)	0
p9(X35, X86, a86)	p9(a33, a53, a86)	0
p9(X712, X812, a86)	p9(a47, a51, a86)	0
p0(X85, X35)	p0(a31, a12)	0
p3(X311, X711)	p3(a2, a38)	0
p9(a59, a5, a86)	p9(a59, X1, X6) :- p6(X1, X6, X6, X5)	0
p8(a13, a80)	p8(X0, X6) :- p6(a74, a71, a50, X0), p6(X0, X6, a16, X0), p9(X0, X0, X5)	0
p8(a2, a64)	p8(X3, X5) :- p6(X3, X9, X2, X2), p6(X3, X4, X2, X5)	0
p3(X310, a16)	p3(a0, a16)	0
p9(X310, X811, a86)	p9(a21, a44, a86)	0
p0(X85, X35)	p0(a2, a44)	0
p9(X712, X812, a86)	p9(a36, a11, a86)	0
p9(a14, X811, a86)	p9(a14, a51, a86)	0
p6(a26, X313, X713, X813)	p6(a26, a35, a44, a44)	0
p6(a26, X312, X712, X812)	p6(a26, a43, a76, a86)	0
p9(X40, X82, a86)	p9(a86, a82, a86)	0
p0(X810, X310)	p0(a86, a80)	0
p9(X32, X83, a86)	p9(a36, a5, a86)	0
p9(a98, X86, a86)	p9(a98, a44, a86)	0
p6(a26, X311, X37, X37)	p6(a26, a0, a0, a0)	0
p3(X34, X74)	p3(a78, a19)	0
p0(X85, X35)	p0(a10, a0)	0
p3(X33, X73)	p3(a10, a40)	0
p3(X310, X710)	p3(a80, a18)	0
p9(a35, X810, a86)	p9(a35, a82, a86)	0
p9(X311, X812, a86)	p9(a57, a82, a86)	0
p6(a26, X33, X73, X83)	p6(a26, a41, a10, a10)	0
p6(a26, X312, X712, X812)	p6(a26, a38, a90, a86)	0
p3(X35, X75)	p3(a41, a85)	0
p3(X311, X711)	p3(a21, a44)	0
p6(a26, X310, X710, X810)	p6(a26, a78, a41, a41)	0
p6(a26, X35, X75, X85)	p6(a26, a60, a0, a86)	0
p0(X811, X311)	p0(a15, a74)	0
p0(X85, X35)	p0(a16, a24)	0
p9(a81, X83, a86)	p9(a81, a64, a86)	0
p6(a26, X35, X75, X85)	p6(a26, a24, a28, a28)	0
p3(X313, X713)	p3(a35, a51)	0
p8(a10, a82)	p8(X3, X5) :- p6(X3, X9, X2, X2), p6(X3, X4, X2, X5)	0
p9(X38, X89, a86)	p9(a13, a40, a86)	0
p9(X712, X812, a86)	p9(a30, a80, a86)	0
p9(X79, X89, a86)	p9(a24, a51, a86)	0
p6(a26, X33, X73, X83)	p6(a26, a0, a19, a19)	0
p6(a26, X312, X712, X812)	p6(a26, a10, a44, a44)	0
p6(a26, X35, X75, X85)	p6(a26, a74, a21, a86)	0
p6(a26, X35, X75, X85)	p6(a26, a2, a59, a59)	0
p0(X811, X311)	p0(a86, a18)	0
p9(X30, X82, a86)	p9(a1, a18, a86)	0
p3(X34, X74)	p3(a21, a52)	0
p0(X83, X33)	p0(a29, a24)	0
p9(X32, X84, a86)	p9(a42, a82, a86)	0
p9(a30, X810, a86)	p9(a30, a70, a86)	0
p9(a47, X811, a86)	p9(a47, a13, a86)	0
p9(X30, X82, a86)	p9(a0, a98, a86)	0
p3(X313, X713)	p3(a80, a76)	0
p9(X713, X813, a86)	p9(a32, a10, a86)	0
p0(X84, X34)	p0(a28, a53)	0
p9(a61, X83, a86)	p9(a61, a40, a86)	0
p9(a0, X89, a86)	p9(a0, a51, a86)	0
p6(a26, X310, X710, X810)	p6(a26, a19, a44, a44)	0
p9(a97, X83, a86)	p9(a97, a52, a86)	0
p9(X1, X81, a86)	p9(a21, a38, a86)	0
p0(X83, X33)	p0(a29, a38)	0
p3(X0, X1)	p3(X4, X4) :- p4(X4)	0
p9(X37, X88, a86)	p9(a97, a5, a86)	0
p6(a26, X312, X712, X812)	p6(a26, a16, a1, a86)	0
p9(a26, X812, a86)	p9(a26, a70, a86)	0
p6(a26, X312, X712, X812)	p6(a26, a43, X38, X38)	0
p3(X312, X712)	p3(a0, a96)	0
p9(X73, X83, a86)	p9(a10, a51, a86)	0
p6(a26, X34, X74, X84)	p6(a26, a23, a82, a82)	0
p6(a26, X34, X0, X0)	p6(a26, a0, a18, a18)	0
p9(X37, X88, a86)	p9(a98, a28, a86)	0
p9(X35, X86, a86)	p9(a30, a98, a86)	0
p6(a26, X313, X713, X813)	p6(a26, a42, a75, a75)	0
p9(a39, X811, a86)	p9(a39, a40, a86)	0
p9(X1, X81, a86)	p9(a47, a2, a86)	0
p0(X811, X311)	p0(a27, a29)	0
p8(a7, a53)	p8(X0, X6) :- p6(a74, a71, a50, X0), p6(X0, X6, a16, X0), p9(X0, X0, X5)	0
p0(X0, a42)	p0(a53, X4) :- p9(X4, X4, X9), p2(X4)	0
p6(a26, X313, X713, X813)	p6(a26, a16, a26, a86)	0
p3(X39, X79)	p3(a34, a52)	0
p9(X311, X812, a86)	p9(a90, a63, a86)	0
p0(X84, X34)	p0(a51, a34)	0
p9(X39, X810, a86)	p9(a61, a70, a86)	0
p9(X40, X82, a86)	p9(a21, a13, a86)	0
p6(a26, X312, X712, X812)	p6(a26, a34, a41, a41)	0
p9(X30, X82, a86)	p9(a26, a15, a86)	0
p6(a26, X35, X75, X85)	p6(a26, a21, X32, a86)	0
p3(X37, X77)	p3(a16, a5)	0
p0(X85, X35)	p0(a63, a16)	0
p0(X813, X313)	p0(a71, a16)	0
p6(a26, X310, X710, X810)	p6(a26, a38, a74, a74)	0
p9(X78, X88, a86)	p9(a53, a17, a86)	0
p3(a68, a68)	p3(X4, X4) :- p4(X4)	0
p9(a51, X810, a86)	p9(a51, a5, a86)	0
p0(X84, X34)	p0(a80, a24)	0
p0(X811, X311)	p0(a23, a44)	0
p8(a35, a51)	p8(X0, X6) :- p6(a74, a71, a50, X0), p6(X0, X6, a16, X0), p9(X0, X0, X5)	0
p6(a26, X39, X79, X89)	p6(a26, a60, a63, a63)	0
p9(X75, X85, a86)	p9(a60, a66, a86)	0
p6(a26, X35, X75, X85)	p6(a26, a74, a5, a5)	0
p9(a38, X812, a86)	p9(a38, a17, a86)	0
p0(X813, X313)	p0(a21, a10)	0
p6(a26, X313, X713, X813)	p6(a26, a12, a10, a10)	0
p9(X38, X89, a86)	p9(a33, a31, a86)	0
p0(X85, X35)	p0(a59, a19)	0
p6(a26, X33, X73, X83)	p6(a26, a80, a62, a62)	0
p6(a26, X35, X75, X85)	p6(a26, a95, a45, a45)	0
p9(a0, X82, a86)	p9(a0, a11, a86)	0
p9(X30, X82, a86)	p9(a70, a13, a86)	0
p6(a26, X36, X76, X86)	p6(a26, a41, X34, a86)	0
p9(X33, X84, a86)	p9(a26, a98, a86)	0
p9(X33, X84, a86)	p9(a30, a31, a86)	0
p9(X61, X61, X41)	p9(a21, a21, a57)	0
p8(a38, a41)	p8(X0, X6) :- p6(a74, a71, a50, X0), p6(X0, X6, a16, X0), p9(X0, X0, X5)	0
p8(a92, a17)	p8(X3, X5) :- p6(X3, X9, X2, X2), p6(X3, X4, X2, X5)	0
p9(X33, X84, a86)	p9(a82, a63, a86)	0
p9(X75, X85, a86)	p9(a17, a13, a86)	0
p9(a61, X811, a86)	p9(a61, a15, a86)	0
p9(a53, X812, a86)	p9(a53, a17, a86)	0
p3(X311, X711)	p3(a80, a22)	0
p9(X32, X84, a86)	p9(a45, a24, a86)	0
p9(X712, X812, a86)	p9(a60, a40, a86)	0
p6(a26, X32, X72, X82)	p6(a26, a10, a61, a86)	0
p6(a26, X34, X74, X84)	p6(a26, a16, a10, a10)	0
p9(X45, X812, a86)	p9(a13, a16, a86)	0
p9(X40, X82, a86)	p9(a16, a24, a86)	0
p9(X49, X811, a86)	p9(a1, a11, a86)	0
p9(a32, X810, a86)	p9(a32, a96, a86)	0
p0(X83, X33)	p0(a2, a34)	0
p9(X30, X82, a86)	p9(a26, a80, a86)	0
p6(a26, X312, X712, X812)	p6(a26, a74, a76, a86)	0
p9(X710, X810, a86)	p9(a10, a40, a86)	0
p9(a36, X83, a86)	p9(a36, a44, a86)	0
p3(X313, X713)	p3(a43, a47)	0
p9(X32, X84, a86)	p9(a26, a98, a86)	0
p9(X79, X89, a86)	p9(a24, a15, a86)	0
p3(X34, X74)	p3(a19, a7)	0
p9(X45, X812, a86)	p9(a16, a82, a86)	0
p9(a98, X82, a86)	p9(a98, a82, a86)	0
p3(X38, X78)	p3(a62, a52)	0
p3(X39, X79)	p3(a64, a31)	0
p6(a26, X311, X711, X811)	p6(a26, a12, a18, a18)	0
p9(X40, X82, a86)	p9(a13, a70, a86)	0
p9(X33, X84, a86)	p9(a61, a80, a86)	0
p6(a26, X313, X713, X813)	p6(a26, a80, a0, a86)	0
p9(X75, X85, a86)	p9(a24, a64, a86)	0
p9(X310, X811, a86)	p9(a35, a66, a86)	0
p0(X85, X35)	p0(a0, a19)	0
p6(X312, X912, X212, X212)	p6(a29, X912, a93, a93)	0
p6(a26, X35, X75, X85)	p6(a26, a19, a75, a75)	0
p3(X32, X72)	p3(a11, a40)	0
p0(X811, X311)	p0(a1, a11)	0
p9(X310, X812, a86)	p9(a16, a96, a86)	0
p3(X313, X713)	p3(a62, a70)	0
p9(X713, X813, a86)	p9(a3, a82, a86)	0
p9(X37, X88, a86)	p9(a21, a70, a86)	0
p6(a26, X312, X712, X812)	p6(a26, a34, a40, a40)	0
p9(a18, X89, a86)	p9(a18, a18, a86)	0
p3(X35, X75)	p3(a1, a44)	0
p0(X83, X33)	p0(a42, a78)	0
p3(X33, X73)	p3(a74, a78)	0
p9(X32, X84, a86)	p9(a16, a17, a86)	0
p9(X713, X813, a86)	p9(a60, a13, a86)	0
p6(a26, X312, X712, X812)	p6(a26, a43, X37, X37)	0
p9(a47, X89, a86)	p9(a47, a5, a86)	0
p0(a5, X33)	p0(a5, a0)	0
p9(X32, X83, a86)	p9(a45, a80, a86)	0
p8(a38, a11)	p8(X3, X5) :- p6(X3, X9, X2, X2), p6(X3, X4, X2, X5)	0
p9(X33, X84, a86)	p9(a97, a98, a86)	0
p9(X32, X84, a86)	p9(a61, a80, a86)	0
p9(a82, X83, a86)	p9(a82, a5, a86)	0
p6(a26, X313, X713, X813)	p6(a26, a10, a79, a20)	0
p9(a26, X82, a86)	p9(a26, a63, a86)	0
p6(a26, X30, X1, a45)	p6(a26, a0, a5, a45)	0
p9(a70, X81, a86)	p9(a70, a63, a86)	0
p3(X313, X713)	p3(a11, a40)	0
p9(a85, X84, a86)	p9(a85, a53, a86)	0
p9(X74, X84, a86)	p9(a47, a80, a86)	0
p3(X313, X713)	p3(a41, a35)	0
p9(a10, X84, a86)	p9(a10, a11, a86)	0
p0(X37, X311)	p0(a67, a11)	0
p9(a3, X811, a86)	p9(a3, a64, a86)	0
p9(a42, X89, a86)	p9(a42, a44, a86)	0
p3(a79, a79)	p3(X4, X4) :- p4(X4)	0
p3(X311, X711)	p3(a34, a31)	0
p9(X74, X84, a86)	p9(a14, a44, a86)	0
p0(X813, X313)	p0(a17, a21)	0
p6(a26, X32, X72, X82)	p6(a26, a12, a31, a31)	0
p6(a26, X311, X711, X811)	p6(a26, a2, a86, a86)	0
p9(a98, X84, a86)	p9(a98, a52, a86)	0
p6(a26, X311, X711, X811)	p6(a26, a12, a0, a86)	0
p9(a86, X811, a86)	p9(a86, a11, a86)	0
p9(X32, X84, a86)	p9(a97, a98, a86)	0
p0(X810, X310)	p0(a13, a68)	0
p9(a70, X83, a86)	p9(a70, a17, a86)	0
p9(a67, X812, a86)	p9(a67, a66, a86)	0
p9(a98, X84, a86)	p9(a98, a2, a86)	0
p9(X310, X812, a86)	p9(a21, a15, a86)	0
p9(a42, X81, a86)	p9(a42, a5, a86)	0
p9(X713, X813, a86)	p9(a33, a28, a86)	0
p0(X85, X35)	p0(a33, a21)	0
p7(a29, a79)	p7(X6, X9) :- p9(X9, a20, X6)	0
p3(X311, X711)	p3(a42, a5)	0
p9(X75, X85, a86)	p9(a68, a2, a86)	0
p9(a3, X84, a86)	p9(a3, a70, a86)	0
p9(X40, X82, a86)	p9(a97, a51, a86)	0
p9(X40, X82, a86)	p9(a81, a70, a86)	0
p3(X35, X75)	p3(a62, a61)	0
p9(a35, X86, a86)	p9(a35, a18, a86)	0
p0(a74, a74)	p0(X7, X7) :- p3(X1, X7), p7(X7, a79)	0
p3(X312, X712)	p3(a43, a28)	0
p3(X312, X712)	p3(a11, a23)	0
p8(a38, a62)	p8(X0, X6) :- p6(a74, a71, a50, X0), p6(X0, X6, a16, X0), p9(X0, X0, X5)	0
p9(X712, X812, a86)	p9(a33, a40, a86)	0
p6(a26, X311, X711, X811)	p6(a26, a0, a59, a59)	0
p0(X89, X39)	p0(a17, a78)	0
p6(a26, X310, X710, X810)	p6(a26, a2, a10, a10)	0
p3(X313, X713)	p3(a11, a15)	0
p9(X33, X84, a86)	p9(a35, a40, a86)	0
p6(a26, X35, X75, X85)	p6(a26, a64, a11, a11)	0
p9(X75, X85, a86)	p9(a38, a66, a86)	0
p8(a23, X0)	p8(X3, X5) :- p6(X3, X9, X2, X2), p6(X3, X4, X2, X5)	0
p3(X34, X74)	p3(a12, a16)	0
p9(X34, X85, a86)	p9(a85, a24, a86)	0
p6(a26, X313, X713, X813)	p6(a26, a80, a70, a70)	0
p3(X34, X74)	p3(a10, a41)	0
p9(X37, X88, a86)	p9(a81, a0, a86)	0
p9(X310, X812, a86)	p9(a33, a38, a86)	0
p0(X89, X39)	p0(a13, a2)	0
p9(X30, X82, a86)	p9(a35, a70, a86)	0
p6(a26, X35, X75, X85)	p6(a26, a68, a43, a43)	0
p5(a38)	p5(X5) :- p4(X7), p8(X5, X7), p9(X7, X7, X7)	0
p9(X42, X84, a86)	p9(a76, a13, a86)	0
p9(X311, X812, a86)	p9(a86, a80, a86)	0
p9(a33, X82, a86)	p9(a33, a15, a86)	0
p9(a34, X84, a86)	p9(a34, a70, a86)	0
p9(a28, X812, a86)	p9(a28, a10, a86)	0
p9(a97, X87, a86)	p9(a97, a51, a86)	0
p9(X74, X84, a86)	p9(a0, a17, a86)	0
p3(X313, X713)	p3(a10, a74)	0
p9(X42, X84, a86)	p9(a61, a0, a86)	0
p9(X711, X811, a86)	p9(a0, a44, a86)	0
p0(X83, X33)	p0(a60, a64)	0
p0(X83, X33)	p0(a24, a80)	0
p9(a47, X82, a86)	p9(a47, a64, a86)	0
p6(a26, X33, X72, X72)	p6(a26, a64, a64, a64)	0
p6(a26, X30, X70, X80)	p6(a26, a41, a46, X0)	0
p6(a26, X312, X712, X812)	p6(a26, a38, a23, a23)	0
p3(X311, X711)	p3(a23, a96)	0
p9(X311, X812, a86)	p9(a38, a11, a86)	0
p6(a26, X35, X75, X85)	p6(a26, a25, a0, a0)	0
p3(X35, X75)	p3(a64, a2)	0
p9(X75, X85, a86)	p9(a98, a98, a86)	0
p9(X73, X83, a86)	p9(a19, a2, a86)	0
p9(X42, X84, a86)	p9(a0, a40, a86)	0
p0(X810, X310)	p0(a0, a62)	0
p9(X712, X812, a86)	p9(a21, a44, a86)	0
p0(X85, X35)	p0(a11, a35)	0
p9(X311, X812, a86)	p9(a61, a51, a86)	0
p5(X0)	p5(X5) :- p4(X7), p8(X5, X7), p9(X7, X7, X7)	0
p3(X311, X711)	p3(a41, a18)	0
p9(X33, X84, a86)	p9(a17, a24, a86)	0
p9(X713, X813, a86)	p9(a10, a5, a86)	0
p7(a26, a79)	p7(X6, X9) :- p9(X9, a20, X6)	0
p6(a26, X35, X75, X85)	p6(a26, a10, a52, a52)	0
p6(a26, X310, X710, X810)	p6(a26, a53, a26, a86)	0
p3(a21, X10)	p3(a21, a24)	0
p9(X30, X82, a86)	p9(a10, a82, a86)	0
p9(X713, X813, a86)	p9(a52, a64, a86)	0
p6(a26, X33, X73, X83)	p6(a26, a35, a1, a1)	0
p9(X38, X89, a86)	p9(a36, a13, a86)	0
p9(a35, X810, a86)	p9(a35, a15, a86)	0
p9(X33, X84, a86)	p9(a82, a10, a86)	0
p9(X32, X83, a86)	p9(a81, a53, a86)	0
p6(a26, X313, X713, X813)	p6(a26, a42, a16, a86)	0
p9(X78, X88, a86)	p9(a28, a80, a86)	0
p0(X82, X32)	p0(a44, a60)	0
p0(X810, X310)	p0(a21, a18)	0
p9(a26, X89, a86)	p9(a26, a15, a86)	0
p9(a2, X811, a86)	p9(a2, a10, a86)	0
p5(a32)	p5(X6) :- p9(X6, X6, X6), p4(X6)	0
p3(X34, X74)	p3(a35, a59)	0
p3(X313, X713)	p3(a53, a23)	0
p9(X311, X812, a86)	p9(a61, a52, a86)	0
p9(a47, X82, a86)	p9(a47, a38, a86)	0
p9(X45, X812, a86)	p9(a33, a31, a86)	0
p9(a47, X81, a86)	p9(a47, a53, a86)	0
p9(X72, X82, a86)	p9(a30, a15, a86)	0
p9(a13, X88, a86)	p9(a13, a44, a86)	0
p6(a26, X34, X74, X84)	p6(a26, a43, a53, a53)	0
p6(a26, X34, X74, X84)	p6(a26, a10, a53, a53)	0
p4(X9)	p4(X8) :- p4(X8)	0
p3(X313, X713)	p3(a38, a64)	0
p6(a26, X313, X713, X813)	p6(a26, a16, a30, a86)	0
p0(X82, X32)	p0(a44, a64)	0
p9(X42, X84, a86)	p9(a16, a28, a86)	0
p6(a26, X30, X30, a5)	p6(a26, a11, a11, a5)	0
p6(a26, X33, X73, X83)	p6(a26, a41, a80, a80)	0
p9(X32, X84, a86)	p9(a82, a10, a86)	0
p0(X812, X312)	p0(a44, a12)	0
p9(X40, X82, a86)	p9(a97, a28, a86)	0
p9(X40, X82, a86)	p9(a85, a70, a86)	0
p9(X712, X812, a86)	p9(a53, a70, a86)	0
p3(X34, X74)	p3(a44, a41)	0
p9(a38, X88, a86)	p9(a38, a24, a86)	0
p9(a33, X89, a86)	p9(a33, a10, a86)	0
p9(X310, X811, a86)	p9(a16, a66, a86)	0
p9(X39, X810, a86)	p9(a97, a24, a86)	0
p8(a30, a11)	p8(X0, X6) :- p6(a74, a71, a50, X0), p6(X0, X6, a16, X0), p9(X0, X0, X5)	0
p3(X312, X712)	p3(a10, a66)	0
p9(a36, X89, a86)	p9(a36, a24, a86)	0
p9(X33, X84, a86)	p9(a42, a64, a86)	0
p6(a26, X311, X710, X710)	p6(a26, a0, a89, a89)	0
p9(X33, X84, a86)	p9(a36, a98, a86)	0
p3(X311, X711)	p3(a38, a42)	0
p8(a26, a44)	p8(X0, X6) :- p6(a74, a71, a50, X0), p6(X0, X6, a16, X0), p9(X0, X0, X5)	0
p3(X313, X713)	p3(a10, a76)	0
p9(X40, X82, a86)	p9(a38, a18, a86)	0
p0(X83, X33)	p0(a38, a2)	0
p0(X72, X33)	p0(a30, a0)	0
p9(a82, X86, a86)	p9(a82, a31, a86)	0
p3(X35, X75)	p3(a78, a67)	0
p6(a26, X35, X74, X74)	p6(a26, a38, a38, a38)	0
p9(X40, X82, a86)	p9(a16, a52, a86)	0
p9(X713, X813, a86)	p9(a60, a28, a86)	0
p0(a80, X34)	p0(a80, a0)	0
p3(X37, X77)	p3(a1, a11)	0
p0(X812, X312)	p0(a27, a74)	0
p9(X712, X812, a86)	p9(a67, a13, a86)	0
p8(a24, a78)	p8(X3, X5) :- p6(X3, X9, X2, X2), p6(X3, X4, X2, X5)	0
p9(X38, X89, a86)	p9(a57, a10, a86)	0
p6(a26, X312, X712, X812)	p6(a26, a43, a66, a66)	0
p9(X310, X811, a86)	p9(a10, a17, a86)	0
p9(a45, X811, a86)	p9(a45, a96, a86)	0
p3(X313, X713)	p3(a68, a98)	0
p9(a97, X87, a86)	p9(a97, a28, a86)	0
p0(X85, X35)	p0(a18, a12)	0
p6(a26, X311, X711, X811)	p6(a26, a78, X710, X710)	0
p3(X313, X713)	p3(a89, a25)	0
p3(X34, X74)	p3(a12, a61)	0
p9(a97, X83, a86)	p9(a97, a31, a86)	0
p9(a10, X86, a86)	p9(a10, a10, a86)	0
p9(X75, X85, a86)	p9(a30, a70, a86)	0
p6(a26, X34, X74, X84)	p6(a26, a60, a5, a5)	0
p9(a11, X810, a86)	p9(a11, a28, a86)	0
p9(X32, X84, a86)	p9(a42, a64, a86)	0
p3(X310, X710)	p3(a62, a31)	0
p9(X32, X84, a86)	p9(a21, a51, a86)	0
p0(X85, X35)	p0(a98, a0)	0
p0(X811, X311)	p0(a24, a10)	0
p9(X310, X812, a86)	p9(a82, a70, a86)	0
p9(X33, X84, a86)	p9(a70, a16, a86)	0
p9(a86, X84, a86)	p9(a86, a10, a86)	0
p0(X811, X311)	p0(a28, a12)	0
p6(a26, X313, X713, X813)	p6(a26, a62, a40, a40)	0
p0(X812, X312)	p0(a80, a1)	0
p9(a81, X83, a86)	p9(a81, a40, a86)	0
p6(a0, X0, X1, X2)	p6(X2, X3, a7, a79) :- p8(X2, X3), p2(X3), p4(X2)	0
p3(X313, X713)	p3(a0, a27)	0
p9(a21, X84, a86)	p9(a21, a13, a86)	0
p9(X40, X82, a86)	p9(a36, a16, a86)	0
p6(a26, X34, X74, X84)	p6(a26, a1, a41, a41)	0
p0(X711, X312)	p0(a21, a60)	0
p9(a59, a51, a86)	p9(a59, X1, X6) :- p6(X1, X6, X6, X5)	0
p0(X813, X313)	p0(a52, a12)	0
p9(X32, X84, a86)	p9(a70, a16, a86)	0
p9(X32, X83, a86)	p9(a21, a16, a86)	0
p9(X33, X84, a86)	p9(a90, a10, a86)	0
p6(a26, X311, X711, X811)	p6(a26, a21, a26, a26)	0
p3(X34, X74)	p3(a24, a2)	0
p6(a26, X312, X34, X34)	p6(a26, a11, a45, a45)	0
p9(X310, X812, a86)	p9(a45, a96, a86)	0
p9(a38, X811, a86)	p9(a38, a0, a86)	0
p0(X84, X34)	p0(a96, a43)	0
p3(X35, X75)	p3(a42, a81)	0
p3(X33, X73)	p3(a80, a11)	0
p3(X30, X70)	p3(a11, a46)	0
p0(X813, X313)	p0(a11, a42)	0
p0(X85, X35)	p0(a63, a68)	0
p6(a26, X312, X712, X812)	p6(a26, a23, a80, a80)	0
p3(X311, X711)	p3(a42, a40)	0
p6(a26, X313, X713, X813)	p6(a26, a12, a35, a35)	0
p9(a53, X812, a86)	p9(a53, a80, a86)	0
p6(a26, X35, X75, X85)	p6(a26, a21, a18, a18)	0
p6(a26, X39, X79, X89)	p6(a26, a29, a63, a63)	0
p3(X313, X713)	p3(a35, a24)	0
p9(X75, X85, a86)	p9(a26, a0, a86)	0
p9(X40, X82, a86)	p9(a39, a52, a86)	0
p3(X33, X0)	p3(a1, a37)	0
p9(X32, X84, a86)	p9(a90, a10, a86)	0
p9(a42, X82, a86)	p9(a42, a17, a86)	0
p6(a26, X35, X75, X85)	p6(a26, a2, a18, a18)	0
p3(X34, X74)	p3(a34, a96)	0
p9(X713, X813, a86)	p9(a70, a64, a86)	0
p9(X32, X84, a86)	p9(a1, a98, a86)	0
p6(a26, X313, X713, X813)	p6(a26, a21, a26, a26)	0
p9(X40, X82, a86)	p9(a97, a44, a86)	0
p9(X712, X812, a86)	p9(a62, a53, a86)	0
p9(X713, X813, a86)	p9(a47, a70, a86)	0
p6(a26, X34, X74, X84)	p6(a26, a44, a10, a10)	0
p9(a98, X89, a86)	p9(a98, a38, a86)	0
p9(X3, a5, X1)	p9(X7, X8, X8) :- p2(X3), p6(a26, X3, X7, X8), p0(X8, X3), p3(X3, X7)	0
p6(a26, X35, X75, X85)	p6(a26, a53, a63, a63)	0
p6(a26, X35, X75, X85)	p6(a26, a11, a90, a86)	0
p9(a30, X88, a86)	p9(a30, a16, a86)	0
p0(X812, X312)	p0(a38, a0)	0
p3(X312, X712)	p3(a74, a98)	0
p9(a60, X812, a86)	p9(a60, a38, a86)	0
p9(X75, X85, a86)	p9(a66, a28, a86)	0
p9(a81, X810, a86)	p9(a81, a64, a86)	0
p9(X310, X812, a86)	p9(a35, a28, a86)	0
p9(a21, X812, a86)	p9(a21, a44, a86)	0
p9(X711, X811, a86)	p9(a36, a82, a86)	0
p9(a98, X89, a86)	p9(a98, a24, a86)	0
p6(a26, X33, X73, X83)	p6(a26, a11, a53, a53)	0
p6(a26, X310, X710, X810)	p6(a26, a35, a26, a86)	0
p9(X33, X84, a86)	p9(a85, a28, a86)	0
p9(a85, X81, a86)	p9(a85, a44, a86)	0
p0(X813, X313)	p0(a74, a42)	0
p6(a26, X312, X712, X812)	p6(a26, a64, a96, a96)	0
p9(a98, X88, a86)	p9(a98, a18, a86)	0
p6(a26, X33, X73, X83)	p6(a26, a29, a42, a42)	0
p6(a26, X311, X711, X811)	p6(a26, a41, a26, a26)	0
p9(a1, X88, a86)	p9(a1, a51, a86)	0
p6(a26, X34, X74, X84)	p6(a26, a10, a14, a14)	0
p9(a97, X87, a86)	p9(a97, a44, a86)	0
p8(a41, a0)	p8(X3, X5) :- p6(X3, X9, X2, X2), p6(X3, X4, X2, X5)	0
p9(X37, X88, a86)	p9(a1, a5, a86)	0
p9(X713, X813, a86)	p9(a12, a82, a86)	0
p6(a26, X313, X713, X813)	p6(a26, a38, a35, a86)	0
p3(X312, X712)	p3(a0, a28)	0
p3(X311, X711)	p3(a2, a44)	0
p9(X42, X84, a86)	p9(a81, a52, a86)	0
p6(a26, X35, X75, X85)	p6(a26, a12, a44, a44)	0
p9(a27, X0, a86)	p9(X7, X8, X8) :- p2(X3), p6(a26, X3, X7, X8), p0(X8, X3), p3(X3, X7)	0
p6(a26, X313, X713, X813)	p6(a26, a0, a78, a78)	0
p9(a13, X83, a86)	p9(a13, a63, a86)	0
p0(X82, X32)	p0(a21, a60)	0
p0(X83, X33)	p0(a9, a68)	0
p9(X40, X82, a86)	p9(a19, a0, a86)	0
p9(X1, X81, a86)	p9(a47, a52, a86)	0
p3(X35, X75)	p3(a62, a40)	0
p9(X75, X85, a86)	p9(a24, a2, a86)	0
p9(X33, X84, a86)	p9(a33, a2, a86)	0
p6(a26, X313, X713, X813)	p6(a26, a11, a58, a86)	0
p6(a26, X312, X712, X812)	p6(a26, a21, a31, a31)	0
p3(X33, X73)	p3(a16, a21)	0
p0(X810, X310)	p0(a86, a12)	0
p9(X712, X812, a86)	p9(a48, a66, a86)	0
p3(a74, X0)	p3(X4, X4) :- p4(X4)	0
p6(a26, X313, X713, X813)	p6(a26, a21, a12, a12)	0
p0(X813, X313)	p0(a31, a35)	0
p9(X36, X87, a86)	p9(a18, a51, a86)	0
p3(X310, X710)	p3(a68, a0)	0
p9(a13, X810, a86)	p9(a13, a0, a86)	0
p0(X84, X34)	p0(a28, a44)	0
p6(a26, X33, X73, X83)	p6(a26, a1, a60, a60)	0
p0(X811, X311)	p0(a17, a16)	0
p9(a47, X89, a86)	p9(a47, a63, a86)	0
p9(X713, X813, a86)	p9(a31, a44, a86)	0
p9(X37, X88, a86)	p9(a97, a16, a86)	0
p6(a26, X35, X75, X85)	p6(a26, a78, a66, a66)	0
p6(a26, X312, X712, X812)	p6(a26, a21, a16, a16)	0
p9(X75, X85, a86)	p9(a82, a52, a86)	0
p9(a13, X84, a86)	p9(a13, a17, a86)	0
p9(X30, X82, a86)	p9(a13, a70, a86)	0
p9(X37, X88, a86)	p9(a26, a80, a86)	0
p9(X32, X84, a86)	p9(a33, a2, a86)	0
p9(X310, X812, a86)	p9(a26, a63, a86)	0
p6(a26, X33, X73, X83)	p6(a26, a21, a60, a60)	0
p3(X36, X76)	p3(a19, a18)	0
p6(a26, X310, X710, X810)	p6(a26, a41, a74, a74)	0
p9(X36, X87, a86)	p9(a10, a16, a86)	0
p7(a99, a17)	p7(X6, X9) :- p9(X9, a20, X6)	0
p9(a10, X86, a86)	p9(a10, a28, a86)	0
p9(a34, X84, a86)	p9(a34, a16, a86)	0
p6(a26, X35, X75, X85)	p6(a26, a29, a43, a43)	0
p9(X75, X85, a86)	p9(a86, a44, a86)	0
